record_id,pdf_page_start,pdf_page_end,row_type,book,chapter_start,verse_start,chapter_end,verse_end,verse_reference,assignment_source,section,chapter,text
1700,193,194,paragraph,Genesis,26,1,26,33,Genesis 26:1-33,carried_scope,,,"The final section of the narrative describes another covenant-making ceremony involving a patriarch and Abimelech, who represented the inhabitants of Gerar (Gen. 26:26-31). Initially, Isaac, because of the earlier hostilities, does not seem to be cordial toward the king (v. 27). Accordingly, he did not offer the king food, but he was probably anticipating an agreement, after which he prepared a covenant meal to seal the agreement (v. 30)."
1701,194,194,paragraph,Genesis,26,34,26,35,Genesis 26:34-35,explicit_scope,,,"26:34-35. Esau's Foreign Wives. The final verses of Genesis 26 seem to be completely disconnected from the earlier narrative of Isaac's sojourn in Gerar and his faith-building experiences. Featuring Esau's foreign wives, they function as a bridge to move the spotlight upon Jacob, beginning in 27:1. Together with 28:6-9, they form a frame for the crucial story of how Jacob stole Esau's blessing."
1702,194,194,paragraph,Genesis,26,34,26,35,Genesis 26:34-35,carried_scope,,,"Esau erred on two accounts: first, he entered into a polygamous relationship; second, he had not learned anything from his grandfather's search to find Isaac an appropriate wife, a bride who not only had a similar ethnic and cultural background but, more importantly, shared the family's commitment to the Lord. Both wives are described as Hittites (26:34), which was greatly distressing to Esau's parents. The last phrase can be literally translated as ""they were bitterness of spirit to Isaac and Rebekah,"" and may be related to the better-known expression marat nepesh (lit. ""bitter in soul""; 1 Sam. 1 :10; Job 7: 11; 10: 1). The exact nature of Isaac and Rebekah's bitterness and grief is unclear; however, Isaac should have recognized that Esau was unfit to receive the blessing of the firstborn. Isaac's poor judgment is an appropriate introduction to Jacob's story."
1703,194,194,paragraph,Genesis,27,1,35,29,Genesis 27:1-35:29,explicit_scope,,,27:1-35:29 Jacob's Story
1704,194,194,paragraph,Genesis,27,1,35,29,Genesis 27:1-35:29,carried_scope,,,"Conflict, tension, faith, and finally, reconciliation are key themes in Jacob's story. Caught between a father committed to following tradition (while avoiding careful Spirit-guided judgment) and a mother who had heard God's voice and schemed to help God along, the son of the blessing experienced numerous mountaintop and valley experiences as he grew into the man who would become Israel."
1705,194,194,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,explicit_scope,,,"27:1-28:5. Jacob Steals Esau's Blessing. Forms of the root ""bless"" appear twenty times in this suspense-filled story, representing the key word of the narrative. The ill-gotten blessing of the firstborn revealed that Rebekah's plan did not agree with that of her husband."
1706,194,194,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"Isaac is described as old and suffering from eye trouble (27:1). He seemed to have been aware of his decline because, in his instructions to Esau, he asserted that he wished to bless him before he died (v. 4). In contrast to other OT figures who called their families to their side in anticipation of death (Gen. 47:29; 50:24), Isaac did not include Jacob and Rebekah."
1707,194,194,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"Rebekah overheard Isaac's command to his favorite son, Esau, and immediately set in motion a plan to secure the blessing for her favorite son, Jacob (27:5-10). Note the clear distinction between his son (Esau) and her son (Jacob) in vv. 5-6. Isaac's family was a family with divided loyalties. Rebekah's words to Jacob (v. 8) were another way of saying, ""Do what I tell you. I know better."" Individuals should take responsibility for their own moral decisionmaking-even if the guidance of others appears to be pure. Rebekah's reply to Jacob's concerns suggested a possible curse (v. 13)."
1708,194,194,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"The word mat'ammim (""savory/tasty foods"" or ""delicacies""; vv. 4, 7, 9,14,17,31) appears only twice outside of this chapter-in Proverbs 23:3 and 6. Food played an important role in Jacob's acquisition of both the birthright (bekorah) and the blessing (berakah) in 25:29-34 and 27:1-29. Following the preparation of the choice meal, Rebekah masked Jacob with Esau's clothes and wrapped the skin of young goats around her son's hands and neck (v. 16). Jacob was camouflaged-but would the ruse work?"
1709,194,194,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"Jacob's first words, ""my father,"" resulted in an immediate query regarding his identity. Jacob's reply represented the first of his spoken lies. In response to Isaac's question about his son's quick return, Jacob credited God's special blessings during the hunt (vv. 19-20). The reader can sense Isaac's unease as he invited Jacob to come closer so that he could touch his skin (vv. 21-22). The deception had been successful, yet Isaac remained puzzled: it seemed to him that the voice was Jacob's but the hands were Esau's (v. 22)."
1710,194,194,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"Finally, Isaac finished his meal and blessed Jacob. This entailed divine gifts of fertile land as well as dominion over peoples (Gen. 27:27b- 29). The land blessings, more relevant for a farmer than for a hunter, alluded to Israel's settlement of the land of the promise. The final promise is later repeated in Balaam's blessing of Israel as a nation-albeit in inverted sequence (Num. 24:9)."
1711,194,195,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"Following Isaac's blessing and Jacob's immediate departure, Esau entered the scene. Isaac's question, ""Who are you?"" (v. 32), echoed the earlier question to Jacob (v. 18) and suggested a completely bewildered Isaac. In response to Esau's answer, Isaac trembled uncontrollably (v. 33). The text describes Isaac as more animated than he is described anywhere else in Genesis, and the reason for his animation was intense fear. Esau wept in anger and begged for his father's blessing (v. 38), but what resulted was a makeshift ""anti-blessing"" that contained many negative statements. The words of Isaac to Esau (v. 39) began in the same way as part of the blessing of Jacob (v. 28), but translators and commentators disagree concerning whether they mean the same thing. The difficulty lies in the Hebrew preposition min, which can mean ""with"" or ""in,"" but also ""away from."" Thus, some suggest that here min means that Isaac was proclaiming that Esau would live ""away from"" the fertile ground and the dew of heaven. Others suggest that the same words should have the same meaning in both verses and that the prophecy concerning Esau (which includes some bleak elements in v. 40) need not be entirely negative. The prophetic final line of the blessing in v. 40 was fulfilled during the time of the reign of Jehoram of Judah, when Edom revolted against Judah and crowned its own king (2 Kin. 8:20, 22)."
1712,195,195,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"Clearly beaten, Esau's hatred for Jacob smoldered dangerously underneath the surface of a dysfunctional family life. Esau's determination to kill his brother Jacob (v. 41) identified him as the seed of the serpent, following the pattern of Cain and Lamech (Gen. 3:15; 4:8, 23; John 8:44). Rebekah's dense network within the camp kept her informed of Esau's threats, and consequently, she commanded Jacob (d. v. 8) to flee to her clan's home in Haran (v. 43). However, while she intended for her son to stay there only a short time (v. 44), the sojourn lasted twenty years (31:41), and Jacob never saw his mother again following his departure to Haran."
1713,195,195,paragraph,Genesis,27,1,28,5,Genesis 27:1-28:5,carried_scope,,,"The last verse of this chapter contains one of the few dialogues between Isaac and Rebekah. Again, Rebekah took the initiative, shaping her request for Jacob to travel to Haran within the context of a bridal search. In response, Isaac called Jacob, blessed him, and admonished him to abstain from marrying a Canaanite (28:1; d. 24:3-4). Then he sent Jacob away (v. 5), but not before he blessed him a second time. Isaac's second blessing echoes Abraham's earlier blessings (vv. 3-4; d. 12:2-3,7; 13:15, 17; 22:17). Jacob left for the homeland of his mother. Padan (Pad dan) Aram (v. 5) may be linked to the Akkadian paddanu, ""highway."""
1714,195,195,paragraph,Genesis,28,6,28,9,Genesis 28:6-9,explicit_scope,,,"28:6-9. Esau Marries Ishmael's Daughter. The use of the Hebrew verb ra'ah (""to see""; 28:6, 8) suggests not only observation but also mental assimilation and thought; hence, some translate it in these verses as ""learned"" or ""realized."" The disappointment over the lost birthright, the stolen blessing, and the impossibility of revenge compelled Esau to change his strategy. Esau went to his uncle Ishmael, who had married an Egyptian (21:21), and married (again, the Hebrew verb here is lit. ""took"") Ishmael's daughter Mahalath as his third wife (v. 9). Esau forgot that the divine promises were to be fulfilled through the descendants of Isaac, not Ishmael. His partial obedience to his father's command was not good enough (v. 8)."
